Category,Sunlight Level,Water Level,Watering Duration,Sunlight Duration,Nutrients,Ultrasonic Values
monitoring sunlight,37.81476464007962,68.82784753230182,14,21,"[0.7969505226244666, 9.138935982733274, 8.513413983519756, 9.938164066315103, 7.112562660746091]","[54, 16, 36, 77, 29]"
monitoring water level,95.04295229391066,44.463285565098055,118,88,"[9.555754550391658, 2.5919479741436557, 3.496497577067339, 4.717854708177364, 9.08186599513613]","[34, 97, 84, 95, 97]"
monitoring watering duration,55.825383845076374,43.280423776142044,267,123,"[3.561151943117078, 8.899194056660754, 9.544344987013641, 2.9602250137061326, 6.808087613693761]","[95, 89, 92, 64, 39]"
monitoring sunlight duration,37.6371591188563,74.37419010799165,217,281,"[0.17101486660911047, 6.042191632429735, 2.438608284283971, 7.789986192788362, 8.275848322876474]","[21, 91, 29, 36, 28]"
monitoring nutrients,0.38345138801806344,45.013901018749344,208,173,"[8.596058205371476, 3.018983750333013, 8.882080460814603, 9.946974693087899, 0.8461890467363464]","[24, 89, 22, 36, 66]"
general monitoring,1.1179965129990754,48.10648325949703,300,209,"[8.126649501662376, 9.917654767169141, 4.052666175217765, 5.959364636311054, 8.15847259201451]","[18, 21, 71, 58, 98]"
general monitoring,40.38607727890427,12.816928267290006,124,62,"[8.716031508068783, 5.840080304666822, 7.4127589923146875, 5.51466417205904, 8.882758981374776]","[53, 25, 20, 89, 75]"
general monitoring,8.292502273590674,3.9857264521929503,191,228,"[8.992549465516245, 5.708477423945995, 3.7365694696651053, 4.119836714076902, 3.927785151006228]","[44, 75, 49, 82, 85]"
general monitoring,40.692109013951814,62.63635681624753,67,168,"[9.487644983211847, 8.12018734682769, 7.770342910644889, 5.3518099995359245, 6.549930660842003]","[37, 26, 40, 38, 10]"
general monitoring,96.39078153147742,83.98212478227516,172,108,"[9.630812248018524, 4.892841352405836, 1.5841716571395403, 0.70917025452228, 2.9392011998158187]","[24, 60, 76, 64, 26]"
monitoring sunlight,46.79014749987511,52.15087576306095,261,133,"[9.861439858790336, 8.683112159684764, 0.4240334014173286, 5.928890762140523, 0.01760308806925348]","[87, 100, 53, 42, 73]"
monitoring water level,43.338925075996414,8.064165843417204,90,153,"[6.497796558928185, 2.1338991485226924, 7.604758749517899, 0.6525932330215023, 0.26535311090107316]","[48, 16, 45, 72, 65]"
monitoring watering duration,78.00318087039909,59.09429147468954,133,258,"[2.8308536145738628, 9.413608621986162, 4.881836105639115, 8.344596893962423, 7.148029612792585]","[22, 46, 35, 86, 92]"
monitoring sunlight duration,11.209326569965317,47.516375558645784,296,285,"[4.84820124641958, 0.997512026505929, 5.875494198452392, 1.7068606346638682, 3.835051859416212]","[35, 57, 99, 64, 36]"
monitoring nutrients,73.25166790617476,44.67946548433564,129,113,"[1.8014968275446175, 3.3785579070115324, 8.605764162902656, 8.05893183698009, 0.03731886922935246]","[26, 47, 66, 58, 94]"
general monitoring,4.676880758055235,58.40363429793158,229,114,"[1.2071499030757393, 1.6174174752058035, 0.22795349224761563, 7.871347349988616, 7.558623321366441]","[53, 31, 80, 90, 85]"
general monitoring,53.11393067383507,67.92933578493869,168,21,"[8.874306270153788, 9.377767908802113, 1.6431183152816164, 8.6338054801763, 8.438023191766646]","[36, 22, 57, 42, 35]"
general monitoring,78.61960660581299,54.3905541209013,207,279,"[6.639442848130369, 1.5776072365620841, 5.4367307170021775, 6.675744610724756, 1.53020639541952]","[49, 79, 44, 35, 100]"
general monitoring,61.693965633026274,0.050819628899678726,298,170,"[8.623840745474624, 9.482211706402463, 9.846447042242657, 6.031086889688865, 5.298427748855691]","[32, 94, 22, 80, 29]"
general monitoring,80.07505471593936,86.07717014557312,156,163,"[6.213786531451425, 9.328539350856703, 3.698402616404749, 7.18833718840858, 0.5624489165544977]","[39, 10, 99, 100, 43]"
monitoring sunlight,74.33270099427592,42.942512513181605,132,286,"[3.961448684020686, 4.094020605595019, 5.664756758224741, 0.24582413442649442, 6.919766946479359]","[49, 14, 11, 85, 47]"
monitoring water level,54.60020143981029,14.525342023000565,187,166,"[3.2786139533221723, 1.6749792890047333, 6.140306004261817, 1.0235624932412113, 1.3814340391795699]","[73, 95, 83, 81, 20]"
monitoring watering duration,70.90521570231601,99.05175494565661,28,219,"[4.648143424473069, 9.382780078821524, 4.919685368297092, 7.691833521070853, 9.265491020554219]","[13, 31, 73, 81, 49]"
monitoring sunlight duration,61.359469701897865,8.430550386304581,193,98,"[4.5399416720089905, 1.1825588034395573, 4.5204375107713055, 2.4873124231617583, 4.781304579544734]","[65, 74, 56, 97, 45]"
monitoring nutrients,23.47729382024254,11.418012178746029,99,137,"[8.221642478765723, 9.950324846161635, 3.3554996633238954, 3.786928108498595, 6.127032693212259]","[39, 55, 65, 87, 51]"
general monitoring,46.96733216466621,14.20997941905464,52,79,"[5.688934899749785, 0.8234500071877904, 2.3773782004861985, 8.919509447072391, 2.8954670554818938]","[27, 84, 54, 14, 16]"
general monitoring,98.38694444474515,36.17722830272244,201,29,"[9.201728293242583, 5.8370579982711135, 2.1486280728566642, 0.20087185429212617, 6.160065657980869]","[20, 94, 90, 37, 43]"
general monitoring,66.67497099083988,91.81399732455702,34,88,"[8.790208095282185, 1.587588436092342, 9.76190114433275, 9.275890226171681, 7.37278281737567]","[66, 59, 84, 46, 85]"
general monitoring,40.10152056200573,37.161447257157185,71,64,"[9.640984723817136, 7.167045174734163, 6.840560117841066, 2.1042931291835254, 2.1793423247756527]","[32, 19, 82, 35, 88]"
general monitoring,48.958684411687614,16.898004954679756,292,299,"[7.613781498550692, 0.839143178120767, 5.543635551124347, 0.906476333164129, 5.431398909588184]","[41, 37, 18, 98, 21]"
monitoring sunlight,43.84004939066146,3.1811328472537315,169,272,"[8.339715537970964, 0.03745326320300446, 1.147599637161495, 7.881105197396971, 7.234129532875077]","[86, 23, 73, 88, 75]"
monitoring water level,1.267531345883599,84.41422051391793,55,227,"[3.765348848262897, 3.9215678317489444, 4.564892054730294, 9.42581389687377, 7.289624031514506]","[36, 59, 19, 32, 10]"
monitoring watering duration,33.83597530385235,39.62513811135111,272,292,"[0.3427017303650326, 5.457544449696801, 4.63239458700666, 4.1862549537041085, 1.481381930484923]","[25, 54, 46, 53, 43]"
monitoring sunlight duration,17.522261811122274,25.46649174016865,160,228,"[3.5449395023458328, 6.384638321645539, 4.156977876626742, 7.44344200076005, 2.685879445516033]","[81, 66, 54, 92, 25]"
monitoring nutrients,34.669363067421344,58.292754055163975,155,284,"[1.2659093198185434, 4.021551583059298, 8.28651980477386, 1.2331074185243884, 3.9268610873769463]","[10, 53, 60, 39, 92]"
general monitoring,99.79049212002367,21.57535626299373,141,23,"[2.282396072429215, 8.866568750331945, 5.851998509123584, 5.907384738407584, 2.441879250294452]","[24, 17, 18, 19, 42]"
general monitoring,29.941184935828336,66.41378321930878,267,96,"[8.552808907657063, 0.4718688081163236, 5.130613524336293, 0.6477821343309498, 7.448739276353264]","[28, 56, 31, 30, 14]"
general monitoring,92.15044406657987,31.463093308971267,205,258,"[2.218152408208093, 8.281711533518317, 8.466459740289995, 6.197205325186486, 5.570472610452265]","[80, 21, 49, 65, 29]"
general monitoring,32.86869189108431,82.05292120874725,109,241,"[8.072224258086166, 1.732116248034452, 9.400097046080832, 3.911541400600149, 0.9582098565704489]","[43, 92, 38, 68, 84]"
general monitoring,70.96629534798782,19.692420991202873,65,87,"[5.097470759989823, 1.249534809903392, 8.557141424994803, 7.16938831401897, 2.4932363473970542]","[13, 17, 46, 56, 83]"
monitoring sunlight,16.1316640900931,35.790210986231315,90,215,"[8.501506835654759, 9.80835564893299, 2.9919657209613995, 5.465454235549752, 2.6537838507866907]","[80, 14, 78, 39, 20]"
monitoring water level,57.14194602705975,63.13769257808487,119,177,"[1.6951119969646145, 0.22130721350811844, 7.389116269948154, 8.01093533989645, 8.746547556450516]","[58, 47, 79, 46, 26]"
monitoring watering duration,56.72740583442667,9.855380277781157,78,255,"[6.691302728859013, 3.4479890242687663, 0.17524893351467452, 3.696471489172619, 6.409778567389072]","[27, 48, 31, 82, 31]"
monitoring sunlight duration,33.74623625040878,75.47119684431219,119,246,"[7.891176547942898, 3.196821411342877, 0.24051161354597395, 7.255792864011786, 6.367022276987996]","[53, 70, 25, 88, 26]"
monitoring nutrients,32.63422893537889,30.693074618716587,209,286,"[8.854290353089379, 6.289734943092493, 3.9265639470143565, 7.68679447948931, 2.7736574051520178]","[85, 73, 82, 37, 71]"
general monitoring,75.74822892561615,37.53595479939085,255,71,"[6.390663228502241, 8.665736985355982, 7.466954323170007, 1.532989306299689, 1.3889759662245083]","[53, 52, 53, 54, 53]"
general monitoring,10.417638235359084,61.18780002329294,52,255,"[6.358068582505892, 6.926507749904989, 3.4707444963556098, 5.228305077342103, 0.6766065613040373]","[48, 58, 82, 86, 83]"
general monitoring,88.11393205106529,51.96840381191454,285,174,"[1.3212731537512934, 5.763615551208508, 9.922123855295641, 3.0436877252391925, 8.041536266451931]","[17, 93, 29, 72, 20]"
general monitoring,52.76441389644562,8.290145871960942,254,142,"[5.930473742451562, 2.110636265268017, 7.047369703948457, 0.9493540168105219, 6.141983708089337]","[28, 38, 86, 23, 100]"
general monitoring,42.63237942925764,65.6909598646768,150,285,"[4.09928983654671, 0.42357214066244153, 0.026009010117307163, 3.2630559340101186, 9.885884579570106]","[21, 89, 21, 65, 85]"
monitoring sunlight,34.76625279795549,41.88710325778781,267,162,"[0.15169726458627242, 5.587898384682227, 1.168248482578771, 6.921591756130744, 3.396993499155887]","[59, 18, 100, 12, 53]"
monitoring water level,36.986226829920476,62.40509440751344,202,30,"[3.4782028614927176, 7.17799204268519, 1.7977305797698728, 5.252529420609343, 8.140872845385246]","[49, 79, 73, 17, 82]"
monitoring watering duration,90.2044063144018,56.23022528649252,231,90,"[5.300695070333083, 4.659007047202132, 2.468866409735905, 7.140672448882858, 8.765024020689307]","[13, 97, 69, 45, 72]"
monitoring sunlight duration,50.13795711444906,37.776612791563444,178,19,"[8.42863043943113, 7.350751826421435, 5.088025901970368, 1.9508667819279901, 7.318398745015998]","[34, 50, 95, 51, 12]"
monitoring nutrients,55.48329979597683,56.31663228199909,209,166,"[7.124513158982443, 9.328965343661416, 1.4804597215503545, 4.95986783569796, 9.106731784208808]","[80, 86, 44, 89, 36]"
general monitoring,99.03380751012683,2.387769257080108,177,136,"[0.1870719110758856, 3.8272102941622874, 2.4301531131222265, 2.239804358087323, 9.015384200232738]","[55, 36, 52, 65, 82]"
general monitoring,66.90751427974199,76.44323306094036,264,33,"[1.4462889212402907, 6.471442390793754, 8.467763964877532, 1.0620088835467623, 5.518902978527652]","[73, 13, 19, 61, 65]"
general monitoring,94.13634104716739,34.26619363440909,282,99,"[5.256828402424044, 9.981027254484967, 2.2681200419574346, 6.567110128623996, 5.612989436543905]","[74, 25, 36, 51, 77]"
general monitoring,86.72750121254145,73.52543434011449,216,225,"[4.940806159201408, 5.3657821521822076, 4.136359903435879, 1.8254960292797928, 1.7693469186179733]","[40, 55, 22, 62, 81]"
general monitoring,11.349226332556906,28.228732526568113,260,172,"[5.215859699257783, 8.50287089462544, 3.0163551481779782, 2.5436317977697307, 8.01135380056537]","[54, 14, 100, 54, 11]"
monitoring sunlight,73.58959929206297,57.681629176299566,133,136,"[1.138621852600995, 1.7605104495918722, 6.384404848392503, 2.2375696899815445, 8.837461721383825]","[73, 28, 24, 23, 92]"
monitoring water level,11.385776272072556,33.23912074317937,188,197,"[3.1622811580213006, 2.3524622667322026, 5.383893880502763, 1.5925255758855839, 2.0846123446416556]","[10, 81, 53, 67, 53]"
monitoring watering duration,52.104500687753884,81.0176848691471,30,229,"[0.43090424154286433, 8.950415619939898, 9.785795826959532, 1.7990377151497983, 1.4135510196851064]","[54, 37, 87, 67, 53]"
monitoring sunlight duration,14.165927432947822,14.273620052993497,101,71,"[0.21649706274151415, 7.411326477749684, 2.4702775767083294, 4.252695206379085, 2.556708197699218]","[54, 19, 33, 61, 98]"
monitoring nutrients,45.63666239947472,34.7427504733868,79,61,"[9.01909297928742, 6.14301362022487, 0.6473201602078527, 8.949408593433855, 2.34127381280803]","[76, 82, 68, 20, 39]"
general monitoring,25.65567678725963,80.03594968883215,235,175,"[1.3197257118516859, 7.954007621705886, 2.68700303395347, 7.483642540918716, 5.380686008994312]","[24, 100, 74, 100, 94]"
general monitoring,21.317434090916166,44.46431673924811,211,50,"[6.786799158313145, 1.018326447399518, 0.5926329388384899, 6.773707531985527, 3.497845329382099]","[100, 50, 84, 61, 39]"
general monitoring,39.62922140905016,51.01446517353997,112,36,"[1.138362647690756, 5.888488038529701, 1.4518763703198145, 1.0792564992151776, 7.633328289118772]","[67, 25, 55, 57, 19]"
general monitoring,16.812742350235133,13.73868319437218,141,52,"[9.932415981016817, 9.569854583673788, 0.3751448420230896, 8.92370876987848, 7.992852751083422]","[86, 89, 20, 47, 99]"
general monitoring,3.0496472438857336,75.31602707744733,129,238,"[5.398121642857067, 5.077820831565962, 6.836990494623513, 3.1978228405241893, 1.2303904064212046]","[79, 76, 77, 70, 74]"
monitoring sunlight,3.962589324361032,58.19252517148602,133,298,"[3.407998151543464, 6.06995231646553, 1.2500022479415762, 9.870868599474225, 2.3531277991556565]","[59, 47, 95, 12, 77]"
monitoring water level,4.88756764322853,78.51000461403564,44,54,"[2.092634324561411, 3.0920207011018706, 4.492320778075239, 7.158588039425119, 4.174050877068975]","[37, 16, 67, 30, 36]"
monitoring watering duration,91.17821860044089,17.338435244476624,42,79,"[6.0603330499357435, 6.845670767452684, 9.950217917689484, 5.619262504059671, 6.1410507377746795]","[67, 69, 51, 43, 86]"
monitoring sunlight duration,0.7805298153735984,10.715729529378637,125,118,"[6.741352240908574, 3.847520956389121, 0.19326803715995267, 8.706513583623623, 9.964915536901977]","[75, 17, 100, 79, 95]"
monitoring nutrients,94.34958802050221,86.31048573886211,61,160,"[5.013557958037537, 4.588550664645559, 9.286663112746753, 2.2004506578340166, 8.399981538905338]","[52, 33, 86, 74, 79]"
general monitoring,1.474270978104053,31.052514433212618,33,102,"[8.412338064604278, 0.8276275585122139, 5.5655110177202785, 7.617185731774558, 0.0011180887199546685]","[46, 83, 72, 14, 52]"
general monitoring,76.66120442332881,87.29852787317517,190,209,"[5.516365916630685, 0.8617211682823378, 8.526485737548338, 3.6376518294633287, 0.9747167514726218]","[82, 47, 61, 12, 28]"
general monitoring,63.50921726961134,32.06574146697487,131,190,"[9.747864567607627, 3.2693770282981616, 3.7322238047820653, 5.940713445733535, 8.262292483804089]","[58, 42, 94, 21, 87]"
general monitoring,86.86525974890132,44.44676747209383,106,64,"[4.9485480203175305, 8.360343521973268, 6.685938894454217, 4.780840580197587, 1.5413048177727584]","[74, 92, 19, 48, 83]"
general monitoring,42.090923090176105,8.508084027097219,125,50,"[0.5155481005671203, 8.086548003284987, 9.609611516121287, 1.1541116544856045, 9.488118552814456]","[31, 93, 74, 10, 85]"
monitoring sunlight,5.663826680385798,49.35896714063816,219,192,"[2.6435194784282903, 4.921300684949072, 3.4700783328164198, 8.199724085371749, 6.595784146243979]","[88, 42, 33, 53, 32]"
monitoring water level,98.00489301601445,48.85094218454452,197,258,"[2.323726748973053, 5.174312714695358, 1.6957521102786022, 4.596675808143096, 9.815251319846702]","[37, 88, 25, 91, 73]"
monitoring watering duration,84.05094258694693,4.652307736204985,50,10,"[4.474493718995097, 4.861418713008037, 7.221903235163745, 9.4740490897383, 2.5393083290196303]","[92, 12, 88, 24, 54]"
monitoring sunlight duration,31.770851185266203,9.050524074142574,17,58,"[6.772603545511602, 1.5470114026941728, 0.8460474220143199, 5.444383886771042, 8.13102689175659]","[88, 66, 47, 55, 61]"
monitoring nutrients,69.1444032105653,80.68306810603339,81,189,"[1.4480094525812637, 9.959366238370244, 0.6804726541653028, 8.771034655591873, 5.701573872016893]","[47, 68, 18, 19, 46]"
general monitoring,24.660464026357765,24.81313465673334,252,259,"[2.932593954791903, 9.770192197816554, 1.2516441441871895, 1.2131074292923705, 3.2036970050085154]","[59, 58, 17, 16, 41]"
general monitoring,86.18243150524653,34.14077887516223,79,289,"[0.8051532888323876, 4.705269061324044, 7.142826889531212, 9.945951944753412, 6.850146063000453]","[14, 91, 10, 49, 97]"
general monitoring,98.54077176415109,76.4943952284398,166,23,"[5.000164946999783, 1.0491530230332413, 9.679414033179118, 4.6631111272569195, 4.942370691191652]","[90, 74, 66, 29, 64]"
general monitoring,11.426917522892332,11.62214274999287,149,13,"[0.19570390362461887, 5.97450756751819, 7.772706778853257, 2.6851844898895116, 8.6011280793695]","[23, 24, 22, 75, 65]"
general monitoring,4.73923322644395,70.03244816708751,135,186,"[7.442368326231343, 3.999983296477004, 9.607062665045863, 5.177164730075038, 5.2905116544701265]","[25, 73, 20, 73, 81]"
monitoring sunlight,64.45950041968592,66.89714208587134,73,139,"[9.004624580057698, 3.7451065250351756, 1.6206557890474171, 4.827081539189702, 5.212458255104622]","[20, 89, 23, 93, 66]"
monitoring water level,54.759190402712335,33.18272829911959,90,136,"[8.447675950846797, 9.52057226857804, 9.508429575429037, 7.127923140451694, 2.2480424929523632]","[52, 72, 64, 75, 14]"
monitoring watering duration,58.43807022140314,15.536355414535151,60,268,"[0.5919518439050353, 2.4403067655395914, 8.361099935211971, 2.008946312480685, 2.831789681317667]","[99, 89, 48, 47, 54]"
monitoring sunlight duration,13.01827939837975,63.942504522758405,67,133,"[5.469073069299513, 9.938432216261985, 6.480564757270695, 5.104898025516596, 2.3285295170943696]","[74, 77, 69, 95, 84]"
monitoring nutrients,90.72568726553523,19.910545400826905,39,161,"[4.77284428371339, 4.6169037559574395, 0.45364839544263846, 8.05905264866926, 3.152193321089989]","[100, 65, 49, 89, 51]"
general monitoring,49.2461557404463,76.87599727024553,50,287,"[6.999857916328348, 3.5030456965084875, 6.735973758889182, 0.44155600249318416, 8.752150593331327]","[92, 84, 49, 93, 88]"
general monitoring,95.70071436385453,91.43694248861969,87,213,"[7.876130747411176, 8.030993852283748, 6.058025292825681, 4.882782672404239, 4.667995253269989]","[25, 43, 90, 34, 48]"
general monitoring,12.28134099867747,14.691356333332928,189,244,"[2.2711029103605718, 0.1550252309516209, 6.431527440481903, 5.016932093852623, 6.734495551429203]","[99, 93, 88, 57, 59]"
general monitoring,61.877506755213574,4.994684983498809,209,182,"[9.158261116794048, 1.4503720029788458, 7.170865430736707, 1.520697217881688, 6.7708584300741155]","[39, 68, 65, 27, 81]"
general monitoring,8.770677610991296,5.7032247170492045,84,196,"[1.5772593491576736, 5.439783757793972, 6.9476800406222345, 3.7572379911015075, 4.583632361527375]","[71, 46, 82, 80, 32]"
monitoring sunlight,72.7794253010414,61.25367367997255,135,224,"[8.553488308987836, 3.1830635882369274, 1.6132731423038893, 0.16141132294256622, 5.088951563082685]","[81, 77, 11, 54, 23]"
monitoring water level,35.000051123156275,13.7770773359707,159,43,"[0.16919100601429538, 2.3176959062008704, 0.950499957443065, 0.8523833890196819, 9.960853213260696]","[19, 71, 28, 74, 87]"
monitoring watering duration,76.7780574541881,5.002580881749319,234,40,"[2.7051771109857805, 7.559502500676482, 8.694473665070339, 7.6599758113256815, 1.2987527769628515]","[22, 69, 38, 83, 96]"
monitoring sunlight duration,70.63835293746583,52.664441891451744,22,287,"[0.430189342954167, 1.959690517416225, 9.210000200700726, 5.032989798355168, 8.59865799743355]","[58, 20, 57, 60, 22]"
monitoring nutrients,92.77602481410493,4.738046296467879,27,135,"[7.511511849865707, 6.024835629835916, 5.421222844002131, 6.871088273997987, 9.516695398959188]","[26, 65, 46, 53, 78]"
general monitoring,15.202692589246015,27.257017855999464,268,254,"[2.6565905617150976, 6.492029164988409, 5.630843242945904, 2.148452325183534, 3.375934247473118]","[38, 89, 25, 89, 83]"
general monitoring,87.41472646230194,42.500810952964386,277,175,"[8.99617322029159, 0.792709655459507, 3.062355726104684, 0.5423401158205399, 6.797611085635293]","[72, 95, 10, 65, 15]"
general monitoring,34.7145219945858,54.0898203970526,268,66,"[6.100916910279711, 8.51206098822902, 3.046684494579827, 0.3555993115121814, 8.066451562243373]","[49, 54, 83, 26, 77]"
general monitoring,42.838993211105006,39.93087537123967,238,285,"[6.556923080357642, 3.9127085765365335, 6.4933157484232105, 7.630580736364189, 5.845617014987761]","[80, 57, 53, 89, 44]"
general monitoring,33.887051308901285,52.42741185295412,189,235,"[7.488141415742534, 6.850740518030816, 0.5097291005398941, 7.951662177198228, 8.528791519061627]","[18, 37, 15, 94, 27]"
monitoring sunlight,51.18772744535537,24.964086179202173,123,31,"[9.679279213305453, 8.00957602465019, 0.9926711094675322, 3.696074721871306, 4.7090525975919215]","[93, 22, 78, 12, 58]"
monitoring water level,25.33284520228303,50.04663018381523,21,90,"[4.496003556134983, 4.460771040038768, 8.981654320659437, 6.042036286013794, 5.989862447898671]","[95, 81, 32, 88, 57]"
monitoring watering duration,73.90960318181996,81.03905252336659,123,299,"[6.911838223413315, 7.069238926901531, 7.915984545384783, 9.196574539754396, 2.342777398059984]","[97, 44, 34, 23, 92]"
monitoring sunlight duration,70.7557876579197,28.0438594656681,170,110,"[0.48730487835154435, 4.969000611764017, 8.711480063608418, 3.168969227042653, 2.5106732891883707]","[31, 50, 68, 70, 79]"
monitoring nutrients,68.33533523583513,59.56772794278902,135,45,"[2.751005708111128, 1.7946430668024649, 4.577332151573618, 3.759685357287074, 3.706248792953156]","[61, 54, 42, 26, 26]"
general monitoring,5.328310157704818,58.413133051328025,119,60,"[5.15235899757762, 1.9005197629740767, 9.507980198240103, 1.8023659277358084, 4.360908953926201]","[54, 29, 84, 53, 36]"
general monitoring,68.66222801925204,44.44844027802319,76,150,"[7.152182556440515, 7.160637306882563, 2.510740857029079, 4.5861843783939635, 7.642861870784285]","[51, 54, 54, 82, 66]"
general monitoring,45.01842597975365,49.58277225138823,266,43,"[6.169839330312511, 0.48288698311217515, 3.4284364968687187, 7.698318385473422, 6.191884524344303]","[84, 96, 17, 40, 42]"
general monitoring,96.51975062456715,78.03088482770495,123,159,"[9.591288035000076, 9.702742736222332, 1.3132987199590629, 0.019181971497885808, 1.3177391590496756]","[73, 85, 91, 30, 59]"
general monitoring,28.688801423232178,17.228366094695335,78,189,"[3.9940193582822223, 9.411244792528402, 5.8457623305682285, 9.25142811773429, 2.3406855713135766]","[81, 56, 62, 22, 12]"
monitoring sunlight,92.763607633964,87.92061906428768,255,249,"[3.306148596217102, 7.022822667123549, 4.575802910554056, 0.9359107760144914, 7.280504960201581]","[21, 38, 80, 87, 81]"
monitoring water level,76.24957292105647,61.017157874884774,24,291,"[0.5919364990557252, 5.237912481890151, 7.8699822245646525, 6.0276589589049525, 8.670458724519587]","[19, 72, 99, 53, 44]"
monitoring watering duration,66.2325408751239,17.85659607633666,196,194,"[8.355877768838923, 5.521934454048177, 0.4376165698046175, 8.911663292669235, 1.1304134347969508]","[56, 63, 77, 36, 66]"
monitoring sunlight duration,78.22680040981628,91.26550468876835,134,260,"[2.4215654990944, 0.8802966458278028, 3.759369618235179, 4.258681009381634, 6.135682136885824]","[22, 62, 19, 66, 97]"
monitoring nutrients,65.81047286436382,84.58178503917422,293,35,"[0.41782306262727054, 1.9455147675420215, 8.278746589095652, 9.454929984508233, 6.3423832147582]","[11, 47, 37, 33, 26]"
general monitoring,46.37363342682194,34.04384737016297,99,77,"[2.049874424798077, 7.410588267951132, 2.170554436659514, 5.914989192075942, 4.278660649736694]","[60, 46, 85, 57, 32]"
general monitoring,85.97228923150068,21.74555810014486,259,187,"[1.0770553505463465, 5.228912325460165, 1.4029977269747584, 9.268039676544213, 6.819039221292775]","[77, 88, 82, 24, 16]"
general monitoring,6.925177595166565,2.68671451937591,73,258,"[1.572889840246201, 2.2725238456834704, 6.456687096867135, 8.228550604456844, 9.836199739811978]","[95, 48, 19, 25, 49]"
general monitoring,93.32565894470906,21.534771702857103,25,18,"[1.2686805257652822, 1.8162044880727057, 2.1542881444489117, 5.259957714165113, 8.23976769917975]","[28, 73, 56, 36, 45]"
general monitoring,32.45822789505224,30.36072042228273,231,249,"[5.303477876467594, 4.170958260965322, 2.4513488857910257, 2.6906185873668953, 5.939253473686056]","[41, 84, 77, 35, 52]"
monitoring sunlight,3.003123612352687,99.06096556077104,68,295,"[3.645912664347004, 9.615459230277795, 0.6316232598718974, 0.3234158684765742, 1.7999574834123544]","[71, 19, 75, 65, 62]"
monitoring water level,58.14154386456079,93.7028450319671,299,90,"[6.683744602784709, 1.925882080430864, 0.3180611967155378, 1.5020592360425666, 9.756612377437385]","[46, 86, 93, 64, 65]"
monitoring watering duration,15.512368396952525,96.66967348932648,196,115,"[8.009059637747193, 7.83978472623137, 5.809771733573745, 1.8105174512097522, 0.5604871135156853]","[24, 45, 54, 65, 92]"
monitoring sunlight duration,55.12059007557101,7.959842100670067,283,168,"[8.386137922532479, 5.712966367404611, 7.452508457843885, 2.8987638054933083, 2.735820543802391]","[73, 19, 58, 52, 20]"
monitoring nutrients,65.7387866277536,84.2808160581781,95,210,"[4.4392560495779705, 4.109241709777577, 0.13323703219946692, 2.875676529117581, 2.4453286623977455]","[14, 12, 34, 32, 94]"
general monitoring,52.45649256680427,7.501627435487257,205,263,"[5.603128737227305, 0.13270999626973423, 4.583366705532422, 6.276935119254028, 8.27376484537328]","[32, 77, 99, 41, 10]"
general monitoring,69.29901180376355,73.91397212516988,261,131,"[0.30523818343221154, 4.682746174849176, 9.500656550297466, 2.5101307505548753, 0.6692628296154957]","[65, 76, 67, 63, 77]"
general monitoring,24.78981569158023,94.85472080423385,267,165,"[0.9124109183596874, 0.5839969098373055, 5.339171913266171, 2.3276675496763586, 6.6095103402158735]","[88, 46, 23, 91, 52]"
general monitoring,11.470687621167997,72.89945763899301,141,141,"[5.5397439298885285, 9.883104970826954, 3.267442816146351, 9.25648050718235, 6.929640897056734]","[52, 88, 13, 59, 76]"
general monitoring,92.80964729659136,5.001189330753098,156,167,"[8.48583651317446, 3.6564533246596476, 4.179167446070002, 1.9308304687513378, 8.693465056614697]","[23, 53, 40, 17, 68]"
monitoring sunlight,67.63108723020552,91.11493629306582,195,10,"[4.8337891234310515, 2.473521023181271, 9.953296152018945, 5.138823650042471, 7.579585807257855]","[76, 31, 74, 39, 71]"
monitoring water level,54.52738075015815,23.514045389964068,271,37,"[5.5013959222241375, 6.194022213324898, 2.3838096685756884, 2.8250435453380995, 9.843022290877686]","[60, 57, 22, 90, 80]"
monitoring watering duration,24.732074039598693,8.804655888603573,205,214,"[6.907757258112735, 2.2523421214172226, 9.05188831115423, 1.5157199684885558, 1.1881188860527658]","[91, 76, 97, 36, 39]"
monitoring sunlight duration,64.65674933473281,52.061271676062745,126,37,"[6.507127895552708, 2.6309055692494376, 7.331135346628532, 4.216616587009528, 0.19953000876862803]","[69, 83, 47, 65, 68]"
monitoring nutrients,90.59618018227947,87.8884576954326,224,68,"[5.299999123461282, 4.127460181763248, 9.589345912957114, 9.018855886855176, 9.197265900265585]","[98, 97, 95, 49, 63]"
general monitoring,49.521661751042615,55.767088258842634,76,272,"[7.207352541895257, 5.478300445252099, 3.61922158467069, 4.443615660193086, 0.5767505102350834]","[23, 19, 41, 88, 61]"
general monitoring,37.93675132807694,82.95689041752429,180,226,"[6.003334536627012, 2.9271878365944524, 8.82187367991408, 6.412036011401241, 7.081542440760014]","[79, 57, 27, 64, 93]"
general monitoring,20.740249492360128,42.35594901407465,68,190,"[2.208900762536239, 2.595563840613422, 9.715536557676211, 4.980995075069097, 4.907050125761029]","[20, 69, 20, 19, 70]"
general monitoring,46.78293683333663,52.23511657146932,91,227,"[1.7101729833396329, 7.070144387690847, 9.321442402017858, 0.16530482178078065, 7.674270787348476]","[95, 87, 20, 38, 84]"
